time,bull_ratio_1,bull_ratio_0,bull_ratio_2,bull_amount_0,bull_amt_change_2,bull_amount_2,bull_amt_change_1,lock_price_change_1,bull_amount_1,bull_amt_change_0,lock_price_change_2,bull_ratio_change_0,total_amount_2,bull_ratio_change_2,total_amount_0,bull_ratio_change_1,total_amount_1
2023-03-13 14:32:36.486000000,1.62,2.32,2.57,3.49478,1.06,16.92046,0.56,1.00258,9.53316,0.37,1.00452,1.43,27.73203,1.35,6.14074,0.63,24.95879
2023-03-13 14:37:40.104000000,2.06,1.66,1.62,1.67247,0.56,9.53316,1.94,0.99714,18.52912,0.09,1.00258,0.81,24.95879,0.63,4.22396,1.27,35.95123
2023-03-13 14:42:45.582000000,2.05,1.62,2.06,0.69956,1.94,18.52912,0.64,0.99896,11.82771,0.06,0.99714,0.79,35.95123,1.27,1.82854,1.0,23.14581
2023-03-13 14:47:52.146000000,2.47,5.95,2.05,10.59226,0.64,11.82771,1.23,1.00167,14.53066,0.73,0.99896,2.41,23.14581,1.0,12.73049,1.2,24.38863
2023-03-13 14:52:58.136000000,2.42,1.15,2.47,0.65791,1.23,14.53066,1.34,1.00691,19.41203,0.03,1.00167,0.48,24.38863,1.2,4.9788,0.98,33.04955
2023-03-13 14:58:03.684000000,1.54,4.19,2.42,8.04618,1.34,19.41203,0.46,0.99851,8.86405,0.91,1.00691,2.72,33.04955,0.98,10.56584,0.64,25.35389
2023-03-13 16:45:14.618000000,2.21,5.04,1.87,14.1423,0.74,12.2531,1.59,1.00374,19.51732,0.72,0.99255,2.28,26.33385,0.96,17.64412,1.18,35.66458
2023-03-13 16:50:22.028000000,2.48,2.71,2.21,2.47703,1.59,19.51732,1.1,1.00356,21.51835,0.12,1.00374,1.09,35.66458,1.18,3.9267,1.12,36.02572
2023-03-13 16:55:27.397000000,2.37,9.1,2.48,3.18342,1.1,21.51835,0.68,1.00016,14.73258,0.22,1.00356,3.84,36.02572,1.12,3.5765,0.96,25.48693
2023-03-13 17:00:33.783000000,1.78,2.68,2.37,2.04367,0.68,14.73258,0.47,0.99955,6.94519,0.29,1.00016,1.51,25.48693,0.96,3.2612,0.75,15.79622
2023-03-13 17:05:40.215000000,1.97,1.77,1.78,5.29951,0.47,6.94519,2.17,0.99945,15.04651,0.35,0.99955,0.9,15.79622,0.75,12.16947,1.11,30.56801
2023-03-13 17:10:45.877000000,1.77,1.51,1.97,1.32768,2.17,15.04651,0.74,0.99641,11.13004,0.12,0.99945,0.85,30.56801,1.11,3.95597,0.9,25.66221
2023-03-13 17:15:51.291000000,2.03,1.55,1.77,2.6969,0.74,11.13004,1.08,0.99922,11.99692,0.22,0.99641,0.76,25.66221,0.9,7.587,1.15,23.63259
2023-03-13 17:20:57.720000000,1.78,7.42,2.03,13.78523,1.08,11.99692,0.93,0.99822,11.19629,1.23,0.99922,4.17,23.63259,1.15,15.93107,0.88,25.53771
2023-03-13 17:26:03.598000000,2.38,1.28,1.78,1.32369,0.93,11.19629,2.08,1.00166,23.28153,0.06,0.99822,0.54,25.53771,0.88,6.1082,1.34,40.16747
2023-03-13 17:31:09.140000000,1.74,1.65,2.38,2.9805,2.08,23.28153,0.29,0.99951,6.70186,0.44,1.00166,0.95,40.16747,1.34,7.59774,0.73,15.81404
2023-03-13 17:36:14.616000000,1.54,4.7,1.74,11.35082,0.29,6.70186,2.0,0.99955,13.40199,0.85,0.99951,3.05,15.81404,0.73,14.41931,0.89,38.35356
2023-03-13 17:41:21.130000000,2.24,7.15,1.54,19.09585,2.0,13.40199,1.46,1.00227,19.60276,0.97,0.99955,3.19,38.35356,0.89,22.20208,1.45,35.39201
2023-03-13 17:46:26.638000000,2.1,4.63,2.24,15.02643,1.46,19.60276,1.12,1.00075,21.89011,0.69,1.00227,2.2,35.39201,1.45,19.16764,0.94,41.7215
2023-03-13 17:51:36.706000000,2.21,2.01,2.1,2.51386,1.12,21.89011,0.76,0.99903,16.72626,0.15,1.00075,0.91,41.7215,0.94,5.00276,1.05,30.5617
2023-03-13 17:56:41.887000000,1.69,1.26,2.21,2.82654,0.76,16.72626,0.57,1.00026,9.49804,0.3,0.99903,0.75,30.5617,1.05,13.76203,0.76,23.25928
2023-03-13 18:01:44.167000000,1.99,4.93,1.69,7.79399,0.57,9.49804,1.62,0.99822,15.34833,0.51,1.00026,2.48,23.25928,0.76,9.77601,1.18,30.84783
2023-03-13 18:11:53.029000000,1.57,1.67,1.99,5.24338,1.0,15.31426,0.67,0.99831,10.24034,0.51,1.00042,1.06,30.84346,1.0,13.11594,0.79,28.09386
2023-03-13 18:57:44.530000000,2.21,5.29,1.87,8.99646,0.67,10.53337,1.1,1.00052,11.58564,0.78,0.99832,2.39,22.65304,0.78,11.09343,1.18,21.17166
2023-03-14 00:34:14.413000000,1.82,1.67,1.86,1.20626,0.89,6.11815,1.89,0.99829,11.5346,0.1,1.00062,0.92,13.26996,0.88,2.99513,0.98,25.64656
2023-03-14 03:47:52.199000000,1.79,3.15,1.49,2.33841,0.31,2.22256,3.19,1.00137,7.09301,0.33,1.00042,1.76,6.77579,0.76,3.42637,1.2,16.10936
2023-03-14 03:52:58.528000000,1.76,1.5,1.79,0.47177,3.19,7.09301,0.82,0.99958,5.82725,0.08,1.00137,0.85,16.10936,1.2,1.40705,0.98,13.48377
2023-03-14 03:58:04.982000000,1.78,5.44,1.76,1.19961,0.82,5.82725,1.12,0.99954,6.53666,0.18,0.99958,3.06,13.48377,0.98,1.47002,1.01,14.89512
2023-03-14 04:03:08.747000000,1.77,5.72,1.78,3.42655,1.12,6.53666,0.73,0.99997,4.74247,0.72,0.99954,3.23,14.89512,1.01,4.15185,0.99,10.90036
2023-03-14 04:08:14.724000000,1.88,2.37,1.77,1.9387,0.73,4.74247,1.05,1.0,5.00109,0.39,0.99997,1.26,10.90036,0.99,3.35641,1.06,10.68843
2023-03-14 04:13:23.233000000,1.69,7.14,1.88,2.67146,1.05,5.00109,1.47,0.99909,7.35951,0.36,1.0,4.22,10.68843,1.06,3.10664,0.9,18.09774
2023-03-14 04:18:29.414000000,1.7,3.82,1.69,3.50156,1.47,7.35951,0.52,1.00055,3.82407,0.92,0.99909,2.25,18.09774,0.9,4.74301,1.01,9.27099
2023-03-14 04:23:33.031000000,1.63,3.16,1.7,0.91171,0.52,3.82407,1.3,0.99873,4.98781,0.18,1.00055,1.94,9.27099,1.01,1.33311,0.96,12.88871
2023-03-14 04:28:39.584000000,1.61,5.9,1.63,2.03339,1.3,4.98781,1.19,0.99935,5.95482,0.34,0.99873,3.66,12.88871,0.96,2.4483,0.99,15.79651
2023-03-14 04:33:46.461000000,1.99,2.55,1.61,1.98196,1.19,5.95482,0.73,0.99997,4.32841,0.46,0.99935,1.28,15.79651,0.99,3.26121,1.24,8.71197
2023-03-14 04:38:52.056000000,2.22,6.39,1.99,1.84043,0.73,4.32841,1.45,0.99951,6.27593,0.29,0.99997,2.88,8.71197,1.24,2.18217,1.12,11.40709
2023-03-14 04:43:55.592000000,1.7,3.19,2.22,1.75475,1.45,6.27593,0.4,1.0002,2.52027,0.7,0.99951,1.88,11.40709,1.12,2.55733,0.77,6.10615
2023-03-14 04:49:02.094000000,1.56,3.18,1.7,3.20288,0.4,2.52027,1.91,0.99866,4.8189,0.66,1.0002,2.04,6.10615,0.77,4.66934,0.92,13.4799
2023-03-14 04:54:10.658000000,2.13,5.64,1.56,3.26097,1.91,4.8189,1.36,1.0017,6.55814,0.5,0.99866,2.65,13.4799,0.92,3.96348,1.37,12.36266
2023-03-14 04:59:17.130000000,1.66,8.25,2.13,2.91515,1.36,6.55814,0.88,0.9985,5.74161,0.51,1.0017,4.97,12.36266,1.37,3.31746,0.78,14.47121
2023-03-14 05:04:22.386000000,1.77,2.27,1.66,2.11789,0.88,5.74161,1.36,1.00153,7.83642,0.27,0.9985,1.28,14.47121,0.78,3.78503,1.07,17.9654
2023-03-14 05:09:25.340000000,1.85,17.0,1.77,6.55873,1.36,7.83642,1.14,1.00052,8.96235,0.73,1.00153,9.19,17.9654,1.07,6.96784,1.05,19.5185
2023-03-14 05:14:31.461000000,1.82,10.8,1.85,3.53895,1.14,8.96235,1.08,0.99912,9.69993,0.36,1.00052,5.93,19.5185,1.05,3.90138,0.98,21.48342
2023-03-14 05:15:03.840000000,1.82,1.97,1.85,12.47064,1.14,8.96235,1.08,0.99912,9.69993,1.29,1.00052,1.08,19.5185,1.05,25.37071,0.98,21.48342
2023-03-14 05:20:03.237000000,1.97,1.63,1.82,3.4786,1.08,9.69993,1.29,1.00678,12.47064,0.28,0.99912,0.83,21.48342,0.98,9.02865,1.08,25.37071
2023-03-14 05:25:03.636000000,1.87,2.0,1.97,4.36749,1.29,12.47064,0.41,0.99326,5.1366,0.85,1.00678,1.07,25.37071,1.08,8.71895,0.95,11.02069
2023-03-14 05:30:05.078000000,1.93,5.22,1.87,5.28752,0.41,5.1366,1.27,0.99801,6.54535,0.81,0.99326,2.7,11.02069,0.95,6.53997,1.03,13.5537
2023-03-14 05:35:03.456000000,1.83,4.32,1.93,3.90223,1.27,6.54535,1.17,1.00291,7.66961,0.51,0.99801,2.36,13.5537,1.03,5.0791,0.95,16.87869
2023-03-14 05:40:03.847000000,1.74,2.53,1.83,3.3235,1.17,7.66961,0.93,0.99954,7.13716,0.47,1.00291,1.45,16.87869,0.95,5.49187,0.95,16.74751
2023-03-14 05:45:07.122000000,1.91,1.32,1.74,1.53728,0.93,7.13716,1.05,0.99866,7.52749,0.2,0.99954,0.69,16.74751,0.95,6.26914,1.1,15.82611
2023-03-14 05:50:12.512000000,2.33,1.52,1.91,2.20262,1.05,7.52749,0.96,0.99958,7.26099,0.3,0.99866,0.65,15.82611,1.1,6.40358,1.22,12.72146
2023-03-14 05:55:18.988000000,1.73,1.49,2.33,2.33053,0.96,7.26099,0.75,1.00336,5.44566,0.43,0.99958,0.86,12.72146,1.22,7.08999,0.74,12.87171
2023-03-14 06:00:24.544000000,1.88,1.88,1.73,3.65791,0.75,5.44566,1.43,0.99808,7.79286,0.47,1.00336,1.0,12.87171,0.74,7.81478,1.09,16.61973
2023-03-14 06:05:30.903000000,2.06,1.55,1.88,6.22597,1.43,7.79286,1.27,1.00134,9.9034,0.63,0.99808,0.75,16.61973,1.09,17.5953,1.1,19.23755
2023-03-14 06:10:37.779000000,2.04,3.64,2.06,3.16228,1.27,9.9034,1.57,1.00124,15.50971,0.2,1.00134,1.78,19.23755,1.1,4.36079,0.99,30.42078
2023-03-14 06:15:43.157000000,1.61,1.35,2.04,3.29809,1.57,15.50971,0.42,1.00098,6.55582,0.5,1.00124,0.84,30.42078,0.99,12.84648,0.79,17.25785
2023-03-14 06:20:46.588000000,1.99,1.81,1.61,1.99165,0.42,6.55582,1.63,0.99812,10.66198,0.19,1.00098,0.91,17.25785,0.79,4.45752,1.24,21.45641
2023-03-14 06:25:53.052000000,2.39,3.18,1.99,2.07411,1.63,10.66198,0.59,1.00065,6.24349,0.33,0.99812,1.33,21.45641,1.24,3.02732,1.2,10.74995
2023-03-14 06:30:58.633000000,1.61,1.14,2.39,1.83545,0.59,6.24349,0.79,1.00033,4.90984,0.37,1.00065,0.71,10.74995,1.2,15.27877,0.67,12.94037
2023-03-14 06:36:04.165000000,1.91,1.92,1.61,1.21101,0.79,4.90984,2.84,0.9998,13.93875,0.09,1.00033,1.01,12.94037,0.67,2.5336,1.19,29.21563
2023-03-14 06:41:09.717000000,2.08,2.23,1.91,2.73156,2.84,13.93875,0.5,0.99974,6.90337,0.4,0.9998,1.07,29.21563,1.19,4.95356,1.09,13.31133
2023-03-14 06:46:16.180000000,2.13,5.32,2.08,3.58523,0.5,6.90337,2.0,0.99915,13.83452,0.26,0.99974,2.5,13.31133,1.09,4.4144,1.02,26.06998
2023-03-14 06:51:21.741000000,2.07,1.83,2.13,2.29983,2.0,13.83452,0.65,0.99941,8.96558,0.26,0.99915,0.88,26.06998,1.02,5.07764,0.97,17.36942
2023-03-14 06:56:28.902000000,2.19,12.5,2.07,9.73513,0.65,8.96558,1.06,1.00049,9.49059,1.03,0.99941,5.71,17.36942,0.97,10.58173,1.06,17.43429
2023-03-14 07:01:30.470000000,2.14,4.31,2.19,4.80272,1.06,9.49059,1.34,0.99899,12.72978,0.38,1.00049,2.01,17.43429,1.06,6.25183,0.98,23.85005
2023-03-14 07:06:36.472000000,2.14,2.59,2.14,1.87316,1.34,12.72978,0.91,1.00241,11.53981,0.16,0.99899,1.21,23.85005,0.98,3.05,1.0,21.65645
2023-03-14 07:11:42.472000000,2.39,3.33,2.14,3.20291,0.91,11.53981,0.54,1.00026,6.25097,0.51,1.00241,1.39,21.65645,1.0,4.57753,1.12,10.75615
2023-03-14 07:16:50.593000000,2.36,3.18,2.39,1.10746,0.54,6.25097,1.91,1.00094,11.93725,0.09,1.00026,1.35,10.75615,1.12,1.61475,0.99,20.73058
2023-03-14 07:21:55.573000000,1.8,2.97,2.36,4.10652,1.91,11.93725,0.43,0.99997,5.13645,0.8,1.00094,1.65,20.73058,0.99,6.19434,0.76,11.57499
2023-03-14 07:27:01.067000000,2.35,1.38,1.8,1.26312,0.43,5.13645,1.08,1.00003,5.53221,0.23,0.99997,0.59,11.57499,0.76,4.5967,1.31,9.62606
2023-03-14 07:32:08.214000000,1.98,1.15,2.35,1.77129,1.08,5.53221,1.82,0.99831,10.05285,0.18,1.00003,0.58,9.62606,1.31,13.90407,0.84,20.30205
2023-03-14 07:37:14.400000000,2.05,1.83,1.98,1.10316,1.82,10.05285,1.44,0.99824,14.52246,0.08,0.99831,0.89,20.30205,0.84,2.42441,1.04,28.39649
2023-03-14 07:42:20.732000000,1.77,3.0,2.05,1.94636,1.44,14.52246,0.26,0.99974,3.77058,0.52,0.99824,1.69,28.39649,1.04,2.9177,0.86,8.68709
2023-03-14 07:47:27.723000000,1.76,3.85,1.77,2.10736,0.26,3.77058,2.72,0.99886,10.25466,0.21,0.99974,2.19,8.68709,0.86,2.84769,0.99,23.80206
2023-03-14 07:52:32.248000000,1.6,2.02,1.76,4.02764,2.72,10.25466,0.57,0.99811,5.87551,0.69,0.99886,1.26,23.80206,0.99,7.9584,0.91,15.71975
2023-03-14 07:57:38.819000000,1.83,1.76,1.6,4.41837,0.57,5.87551,1.06,0.99912,6.23657,0.71,0.99811,0.96,15.71975,0.91,10.24245,1.14,13.7321
2023-03-14 08:02:44.161000000,1.78,3.41,1.83,3.07167,1.06,6.23657,1.27,1.00187,7.93508,0.39,0.99912,1.92,13.7321,1.14,4.34867,0.97,18.16392
2023-03-14 08:07:49.487000000,1.59,2.54,1.78,1.89227,1.27,7.93508,1.28,0.99807,10.13632,0.19,1.00187,1.6,18.16392,0.97,3.11745,0.89,27.28253
2023-03-14 08:12:53.996000000,2.18,1.48,1.59,2.36172,1.28,10.13632,0.52,0.99944,5.30179,0.45,0.99807,0.68,27.28253,0.89,7.24145,1.37,9.80201
2023-03-14 08:17:59.555000000,2.16,17.6,2.18,3.12791,0.52,5.30179,1.99,0.99564,10.561,0.3,0.99944,8.15,9.80201,1.37,3.31677,0.99,19.64803
2023-03-14 08:23:05.605000000,2.21,5.22,2.16,2.48045,1.99,10.561,0.47,1.00227,4.98147,0.5,0.99564,2.36,19.64803,0.99,3.0681,1.02,9.08531
2023-03-14 08:28:11.236000000,1.92,11.2,2.21,4.74261,0.47,4.98147,1.38,1.00144,6.89527,0.69,1.00227,5.83,9.08531,1.02,5.20689,0.87,14.41455
2023-03-14 08:33:17.406000000,2.06,2.74,1.92,3.42286,1.38,6.89527,0.85,1.00046,5.83715,0.59,1.00144,1.33,14.41455,0.87,5.39027,1.07,11.3691
2023-03-14 08:38:21.359000000,1.85,2.06,2.06,2.00246,0.85,5.83715,2.19,1.0019,12.78151,0.16,1.00046,1.11,11.3691,1.07,3.88816,0.9,27.89406
2023-03-14 08:43:30.524000000,1.97,1.05,1.85,0.38744,2.19,12.78151,0.45,0.99957,5.7742,0.07,1.0019,0.53,27.89406,0.9,7.75588,1.06,11.70093
2023-03-14 08:48:35.027000000,1.7,2.72,1.97,1.77551,0.45,5.7742,1.71,0.99925,9.90058,0.18,0.99957,1.6,11.70093,1.06,2.80679,0.86,24.05659
2023-03-14 08:53:39.576000000,1.65,3.06,1.7,11.48583,1.71,9.90058,1.01,1.00016,10.02312,1.15,0.99925,1.85,24.05659,0.86,17.06546,0.97,25.43135
2023-03-14 08:58:47.127000000,1.99,3.77,1.65,14.59343,1.01,10.02312,1.34,0.99957,13.40252,1.09,1.00016,1.89,25.43135,0.97,19.85911,1.21,26.92646
2023-03-14 09:03:50.239000000,2.39,1.62,1.99,7.50018,1.34,13.40252,1.24,1.00079,16.67914,0.45,0.99957,0.68,26.92646,1.21,19.60604,1.2,28.67156
2023-03-14 09:08:56.359000000,2.0,5.09,2.39,3.25586,1.24,16.67914,1.22,0.99778,20.42215,0.16,1.00079,2.54,28.67156,1.2,4.05234,0.84,40.78466
2023-03-14 09:14:01.869000000,1.86,5.07,2.0,4.14214,1.22,20.42215,0.44,1.00052,9.07525,0.46,0.99778,2.73,40.78466,0.84,5.15898,0.93,19.6494
2023-03-14 09:19:04.454000000,2.92,5.28,1.86,6.921,0.44,9.07525,1.31,0.99967,11.91133,0.58,1.00052,1.81,19.6494,0.93,8.5376,1.57,18.1043
2023-03-14 09:24:11.011000000,1.61,6.61,2.92,5.34548,1.31,11.91133,0.74,1.00003,8.76312,0.61,0.99967,4.11,18.1043,1.57,6.29857,0.55,23.1685
2023-03-14 09:29:16.753000000,1.87,3.05,1.61,1.46162,0.74,8.76312,1.29,0.99833,11.34392,0.13,1.00003,1.63,23.1685,0.55,2.17565,1.16,24.40695
2023-03-14 09:34:21.457000000,2.01,1.39,1.87,1.94478,1.29,11.34392,0.64,1.00046,7.30436,0.27,0.99833,0.69,24.40695,1.16,6.9284,1.07,14.50458
2023-03-14 09:39:26.426000000,2.52,1.88,2.01,2.81616,0.64,7.30436,2.26,1.00036,16.5327,0.17,1.00046,0.75,14.50458,1.07,6.02608,1.25,27.43661
2023-03-14 09:44:32.982000000,1.81,2.06,2.52,5.20168,2.26,16.5327,0.57,1.00115,9.46765,0.55,1.00036,1.14,27.43661,1.25,10.11165,0.72,21.18017
2023-03-14 09:45:03.370000000,1.81,1.98,2.52,8.08535,2.26,16.5327,0.57,1.00115,9.46765,0.85,1.00036,1.09,27.43661,1.25,16.30913,0.72,21.18017
2023-03-14 09:50:04.640000000,1.98,1.66,1.81,3.8822,0.57,9.46765,0.85,1.00007,8.08535,0.48,1.00115,0.84,21.18017,0.72,9.79744,1.09,16.30913
2023-03-14 09:55:03.946000000,1.59,1.77,1.98,5.46493,0.85,8.08535,0.64,0.99993,5.13661,1.06,1.00007,1.11,16.30913,1.09,12.57556,0.8,13.82063
2023-03-14 10:00:04.076000000,2.4,3.57,1.59,1.29403,0.64,5.13661,2.69,1.00007,13.79317,0.09,0.99993,1.49,13.82063,0.8,1.79775,1.51,23.63364
2023-03-14 10:05:03.477000000,1.86,2.11,2.4,4.59767,2.69,13.79317,0.27,1.00033,3.71661,1.24,1.00007,1.13,23.63364,1.51,8.75044,0.78,8.01493
2023-03-14 10:10:08.865000000,2.26,2.74,1.86,2.63019,0.27,3.71661,3.38,0.99974,12.5436,0.21,1.00033,1.21,8.01493,0.78,4.13788,1.22,22.48412
2023-03-14 10:15:14.298000000,1.92,2.83,2.26,3.6104,3.38,12.5436,0.67,1.002,8.39493,0.43,0.99974,1.47,22.48412,1.22,5.5887,0.85,17.5485
2023-03-14 10:20:21.696000000,1.65,3.58,1.92,2.85319,0.67,8.39493,0.97,0.99886,8.11918,0.35,1.002,2.17,17.5485,0.85,3.95918,0.86,20.6132
2023-03-14 10:25:28.131000000,2.25,4.05,1.65,6.42719,0.97,8.11918,1.82,1.00131,14.7785,0.43,0.99886,1.8,20.6132,0.86,8.53112,1.36,26.62713
2023-03-14 10:30:31.599000000,1.97,1.45,2.25,1.52591,1.82,14.7785,0.73,1.0016,10.80262,0.14,1.00131,0.74,26.62713,1.36,4.93517,0.88,21.89107
2023-03-14 10:35:36.189000000,1.97,1.45,1.97,0.665,0.73,10.80262,0.65,1.00088,7.0136,0.09,1.0016,0.74,21.89107,0.88,2.14404,1.0,14.2591
2023-03-14 10:40:41.606000000,1.88,4.03,1.97,2.27219,0.65,7.0136,1.27,1.00039,8.87614,0.26,1.00088,2.14,14.2591,1.0,3.02191,0.95,19.00601
2023-03-14 10:45:51.097000000,2.04,1.2,1.88,1.46106,1.27,8.87614,1.01,0.9998,8.95135,0.16,1.00039,0.59,19.00601,0.95,8.7459,1.09,17.53063
2023-03-14 10:50:57.570000000,1.53,7.84,2.04,4.24411,1.01,8.95135,0.81,0.99827,7.25934,0.58,0.9998,5.12,17.53063,1.09,4.8648,0.75,20.97614
2023-03-14 10:56:05.699000000,1.7,1.9,1.53,2.66514,0.81,7.25934,1.04,1.00196,7.54576,0.35,0.99827,1.12,20.97614,0.75,5.62453,1.11,18.32272
2023-03-14 11:01:08.697000000,2.58,3.64,1.7,10.44297,1.04,7.54576,1.39,1.00055,10.49909,0.99,1.00196,1.41,18.32272,1.11,14.40107,1.52,17.16348
2023-03-14 11:06:12.751000000,2.56,2.34,2.58,4.02844,1.39,10.49909,1.72,1.00257,18.07684,0.22,1.00055,0.91,17.16348,1.52,7.03014,0.99,29.63829
2023-03-14 11:11:14.909000000,1.81,3.85,2.56,3.39403,1.72,18.07684,0.36,0.99877,6.52177,0.52,1.00257,2.13,29.63829,0.99,4.58526,0.71,14.524
2023-03-14 11:16:17.381000000,2.08,2.4,1.81,7.1703,0.36,6.52177,1.12,1.00094,7.31964,0.98,0.99877,1.15,14.524,0.71,12.30696,1.15,14.06952
2023-03-14 11:21:27.574000000,2.06,1.49,2.08,2.07823,1.12,7.31964,2.05,1.00322,14.99896,0.14,1.00094,0.72,14.06952,1.15,6.2994,0.99,29.20497
2023-03-14 11:26:32.502000000,2.05,5.41,2.06,5.41385,2.05,14.99896,0.76,0.99699,11.4208,0.47,1.00322,2.64,29.20497,0.99,6.64244,1.0,22.30982
2023-03-14 11:31:37.509000000,2.42,4.69,2.05,4.856,0.76,11.4208,1.14,1.00075,12.97241,0.37,0.99699,1.94,22.30982,1.0,6.17091,1.18,22.0834
2023-03-14 11:36:42.130000000,1.88,1.48,2.42,2.64241,1.14,12.97241,0.97,0.99763,12.60563,0.21,1.00075,0.79,22.0834,1.18,8.10537,0.78,26.85901
2023-03-14 11:41:44.699000000,2.19,1.44,1.88,2.60398,0.97,12.60563,0.87,0.9998,11.0055,0.24,0.99763,0.66,26.85901,0.78,8.56488,1.16,20.2585
2023-03-14 11:46:50.574000000,1.85,2.88,2.19,2.15647,0.87,11.0055,1.04,1.0012,11.40636,0.19,0.9998,1.56,20.2585,1.16,3.30379,0.84,24.86444
2023-03-14 11:51:57.084000000,1.83,3.68,1.85,3.2435,1.04,11.40636,0.7,0.99857,8.00376,0.41,1.0012,2.01,24.86444,0.84,4.45391,0.99,17.59077
2023-03-14 11:57:02.576000000,1.99,1.69,1.83,2.71791,0.7,8.00376,1.06,1.00085,8.5232,0.32,0.99857,0.85,17.59077,0.99,6.62958,1.09,17.17242
2023-03-14 12:02:08.576000000,1.9,5.11,1.99,2.24083,1.06,8.5232,1.44,1.00059,12.26077,0.18,1.00085,2.69,17.17242,1.09,2.78578,0.95,25.87048
2023-03-14 12:07:18.384000000,2.0,1.64,1.9,3.99437,1.44,12.26077,1.09,1.00013,13.36611,0.3,1.00059,0.82,25.87048,0.95,10.28148,1.05,26.68585
2023-03-14 12:12:23.847000000,2.26,5.39,2.0,9.23891,1.09,13.36611,0.88,1.00046,11.78591,0.78,1.00013,2.38,26.68585,1.05,11.34234,1.13,21.11149
2023-03-14 12:17:29.848000000,2.33,1.23,2.26,1.91583,0.88,11.78591,1.34,0.99847,15.77896,0.12,1.00046,0.53,21.11149,1.13,10.34548,1.03,27.61571
2023-03-14 12:22:35.423000000,2.29,1.45,2.33,0.86905,1.34,15.77896,0.96,0.99951,15.1528,0.06,0.99847,0.63,27.61571,1.03,2.80844,0.98,26.91885
2023-03-14 12:27:39.964000000,2.13,1.32,2.29,1.73582,0.96,15.1528,0.28,0.99987,4.28805,0.4,0.99951,0.62,26.91885,0.98,7.19936,0.93,8.08194
2023-03-14 12:32:46.020000000,2.23,3.15,2.13,3.75142,0.28,4.28805,3.18,0.9986,13.62372,0.28,0.99987,1.41,8.08194,0.93,5.49668,1.05,24.72996
2023-03-14 12:37:52.237000000,2.07,2.54,2.23,3.02246,3.18,13.62372,0.98,1.0093,13.33575,0.23,0.9986,1.23,24.72996,1.05,4.98504,0.93,25.81825
2023-03-14 12:42:59.702000000,2.2,1.98,2.07,2.19511,0.98,13.33575,0.86,0.99984,11.48004,0.19,1.0093,0.9,25.81825,0.93,4.42695,1.06,21.06872
2023-03-14 12:48:04.410000000,2.6,1.73,2.2,4.94321,0.86,11.48004,1.74,1.00427,19.95272,0.25,0.99984,0.67,21.06872,1.06,11.70717,1.18,32.44833
2023-03-14 12:53:09.962000000,1.99,1.68,2.6,2.56598,1.74,19.95272,0.73,1.00959,14.59858,0.18,1.00427,0.84,32.44833,1.18,6.31554,0.77,29.29778
2023-03-14 12:58:15.892000000,2.73,1.27,1.99,2.55507,0.73,14.59858,0.91,1.0045,13.30191,0.19,1.00959,0.47,29.29778,0.77,12.10763,1.37,20.98404
2023-03-14 13:03:21.579000000,2.14,5.74,2.73,4.38066,0.91,13.30191,1.21,1.00394,16.15714,0.27,1.0045,2.68,20.98404,1.37,5.30562,0.78,30.35562
2023-03-14 13:08:28.801000000,1.92,1.34,2.14,3.1769,1.21,16.15714,1.08,1.0042,17.52838,0.18,1.00394,0.7,30.35562,0.78,12.45316,0.9,36.48231
2023-03-14 13:13:35.812000000,2.05,1.79,1.92,2.73675,1.08,17.52838,0.8,0.99928,13.94251,0.2,1.0042,0.87,36.48231,0.9,6.21163,1.07,27.16264
2023-03-14 13:18:40.134000000,2.29,1.94,2.05,1.53589,0.8,13.94251,1.01,1.00227,14.08062,0.11,0.99928,0.85,27.16264,1.07,3.17561,1.12,24.99389
2023-03-14 13:23:45.960000000,1.79,1.52,2.29,3.87482,1.01,14.08062,0.49,0.99466,6.92395,0.56,1.00227,0.85,24.99389,1.12,11.35101,0.78,15.70096
2023-03-14 13:28:51.917000000,2.31,4.53,1.79,4.9227,0.49,6.92395,2.02,0.99795,14.00062,0.35,0.99466,1.96,15.70096,0.78,6.3184,1.29,24.67679
2023-03-14 13:33:57.696000000,2.29,5.27,2.31,8.94101,2.02,14.00062,0.81,0.99934,11.28342,0.79,0.99795,2.3,24.67679,1.29,11.03593,0.99,19.99978
2023-03-14 13:39:04.895000000,1.98,11.0,2.29,7.01524,0.81,11.28342,1.2,1.00136,13.50981,0.52,0.99934,5.56,19.99978,0.99,7.71589,0.86,27.28713
2023-03-14 13:44:09.419000000,2.01,6.75,1.98,1.80319,1.2,13.50981,1.11,1.00234,14.99144,0.12,1.00136,3.36,27.28713,0.86,2.11691,1.02,29.86951
2023-03-14 13:49:16.517000000,1.84,3.84,2.01,6.92812,1.11,14.99144,0.46,0.99937,6.94948,1.0,1.00234,2.09,29.86951,1.02,9.37041,0.92,15.23541
2023-03-14 13:54:21.940000000,2.09,1.69,1.84,2.25632,0.46,6.94948,1.8,1.00259,12.49088,0.18,0.99937,0.81,15.23541,0.92,5.5343,1.14,23.96159
2023-03-14 13:59:27.857000000,2.01,4.65,2.09,5.54113,1.8,12.49088,0.52,0.99323,6.50257,0.85,1.00259,2.31,23.96159,1.14,7.0591,0.96,12.93347
2023-03-14 14:04:33.152000000,2.55,8.79,2.01,4.43027,0.52,6.50257,1.83,1.00279,11.87906,0.37,0.99323,3.45,12.93347,0.96,4.99887,1.27,19.54261
