time,bull_ratio_1,bull_ratio_0,bull_ratio_2,bull_amount_0,bull_amt_change_2,bull_amount_2,bull_amt_change_1,lock_price_change_1,bull_amount_1,bull_amt_change_0,lock_price_change_2,bull_ratio_change_0,total_amount_2,bull_ratio_change_2,total_amount_0,bull_ratio_change_1,total_amount_1
2023-03-17 15:57:49.328000000,2.24,5.94,2.35,8.01578,0.82,7.26275,1.46,1.00251,10.58868,0.76,0.99885,2.65,12.63839,1.14,9.63855,0.95,19.1464
2023-03-17 16:02:55.208000000,1.81,3.79,2.24,1.49656,1.46,10.58868,1.22,0.99943,12.94008,0.12,1.00251,2.09,19.1464,0.95,2.03308,0.81,28.8533
2023-03-17 16:08:02.729000000,2.11,8.88,1.81,18.0556,1.22,12.94008,0.81,0.99903,10.54533,1.71,0.99943,4.21,28.8533,0.81,20.34661,1.17,20.01668
2023-03-17 16:13:07.353000000,2.33,3.49,2.11,4.74851,0.81,10.54533,2.46,1.00251,25.93819,0.18,0.99903,1.5,20.01668,1.17,6.65412,1.1,45.41078
2023-03-17 16:18:12.882000000,2.25,2.56,2.33,3.64263,2.46,25.93819,0.42,1.00172,10.78223,0.34,1.00251,1.14,45.41078,1.1,5.97219,0.97,19.40997
2023-03-17 16:23:20.375000000,1.79,3.23,2.25,3.09872,0.42,10.78223,0.98,1.00051,10.5532,0.29,1.00172,1.8,19.40997,0.97,4.49125,0.8,23.97232
2023-03-17 16:28:24.942000000,2.26,8.06,1.79,5.61086,0.98,10.5532,0.45,0.9997,4.74559,1.18,1.00051,3.57,23.97232,0.8,6.40545,1.26,8.50039
2023-03-17 16:33:31.175000000,3.01,3.62,2.26,3.49282,0.45,4.74559,3.17,1.00123,15.05845,0.23,0.9997,1.2,8.50039,1.26,4.82495,1.33,22.53303
2023-03-17 16:38:36.753000000,1.89,2.33,3.01,2.14685,3.17,15.05845,0.52,1.00189,7.8064,0.28,1.00123,1.23,22.53303,1.33,3.76083,0.63,16.5407
2023-03-17 16:43:43.253000000,1.78,6.32,1.89,3.74764,0.52,7.8064,0.98,0.99739,7.68252,0.49,1.00189,3.55,16.5407,0.63,4.45197,0.94,17.54147
2023-03-17 16:48:48.751000000,2.17,9.9,1.78,3.32344,0.98,7.68252,1.77,1.00202,13.57906,0.24,0.99739,4.56,17.54147,0.94,3.69687,1.22,25.21125
2023-03-17 16:53:53.747000000,1.9,2.02,2.17,1.67844,1.77,13.57906,0.56,0.99982,7.609,0.22,1.00202,1.06,25.21125,1.22,3.31634,0.88,16.06643
2023-03-17 16:58:59.718000000,1.57,1.75,1.9,1.44039,0.56,7.609,0.63,0.99988,4.7939,0.3,0.99982,1.11,16.06643,0.88,3.35957,0.83,13.15366
2023-03-17 17:04:06.485000000,1.65,2.97,1.57,4.70111,0.63,4.7939,1.82,1.00093,8.72649,0.54,0.99988,1.8,13.15366,0.83,7.08334,1.05,22.08408
2023-03-17 17:09:15.041000000,2.1,1.51,1.65,1.71737,1.82,8.72649,1.16,1.00156,10.13974,0.17,1.00093,0.72,22.08408,1.05,5.05861,1.27,19.3968
2023-03-17 17:14:22.515000000,2.07,4.91,2.1,2.04339,1.16,10.13974,1.14,0.99952,11.58333,0.18,1.00156,2.37,19.3968,1.27,2.56552,0.99,22.45166
2023-03-17 17:19:27.463000000,1.97,1.36,2.07,1.48834,1.14,11.58333,0.67,1.00075,7.76255,0.19,0.99952,0.69,22.45166,0.99,5.61257,0.95,15.72441
2023-03-17 17:20:03.852000000,1.97,2.24,2.07,12.5363,1.14,11.58333,0.67,1.00075,7.76255,1.61,0.99952,1.14,22.45166,0.99,22.65702,0.95,15.72441
2023-03-17 17:25:03.884000000,2.24,2.08,1.97,7.71041,0.67,7.76255,1.61,0.99772,12.5363,0.62,1.00075,0.93,15.72441,0.95,14.81732,1.14,22.65702
2023-03-17 17:30:03.316000000,2.08,2.94,2.24,8.59475,1.61,12.5363,0.62,0.99805,7.71041,1.11,0.99772,1.41,22.65702,1.14,13.01656,0.93,14.81732
2023-03-17 17:35:03.688000000,2.54,3.06,2.08,4.4426,0.62,7.71041,1.26,0.99982,9.73117,0.46,0.99805,1.2,14.81732,0.93,6.59717,1.22,16.05132
2023-03-17 17:40:04.069000000,1.85,1.54,2.54,2.81192,1.26,9.73117,0.76,1.00141,7.37701,0.38,0.99982,0.83,16.05132,1.22,8.04279,0.73,16.01943
2023-03-17 17:45:03.468000000,1.68,3.61,1.85,5.51864,0.76,7.37701,0.75,1.00066,5.55542,0.99,1.00141,2.15,16.01943,0.73,7.63654,0.91,13.70242
2023-03-17 17:50:04.863000000,2.48,3.24,1.68,2.33235,0.75,5.55542,1.79,0.99898,9.95084,0.23,1.00066,1.31,13.70242,0.91,3.37281,1.48,16.66726
2023-03-17 17:55:09.706000000,1.85,12.8,2.48,2.51198,1.79,9.95084,0.8,1.00039,7.95025,0.32,0.99898,6.92,16.66726,1.48,2.72484,0.75,17.29355
2023-03-17 18:00:15.048000000,2.36,1.55,1.85,1.48938,0.8,7.95025,0.85,0.99997,6.72219,0.22,1.00039,0.66,17.29355,0.75,4.18965,1.28,11.66042
2023-03-17 18:05:21.450000000,2.15,7.55,2.36,6.41745,0.85,6.72219,1.15,1.00024,7.70718,0.83,0.99997,3.51,11.66042,1.28,7.39777,0.91,14.43269
2023-03-17 18:10:27.913000000,2.39,2.02,2.15,1.8491,1.15,7.70718,1.36,0.99892,10.45192,0.18,1.00024,0.85,14.43269,0.91,3.66643,1.11,17.98748
2023-03-17 18:15:33.341000000,2.01,1.29,2.39,3.64952,1.36,10.45192,0.99,0.99675,10.38268,0.35,0.99892,0.64,17.98748,1.11,16.37412,0.84,20.64894
2023-03-17 18:20:39.758000000,1.96,2.57,2.01,1.78731,0.99,10.38268,1.33,0.9994,13.78643,0.13,0.99675,1.31,20.64894,0.84,2.92533,0.98,28.07419
2023-03-17 18:25:46.280000000,1.59,2.16,1.96,1.9386,1.33,13.78643,0.51,0.99946,7.02999,0.28,0.9994,1.36,28.07419,0.98,3.61243,0.81,18.91837
2023-03-17 18:30:51.714000000,2.36,1.99,1.59,1.12971,0.51,7.02999,1.19,0.99928,8.39448,0.13,0.99946,0.84,18.91837,0.81,2.27229,1.48,14.58431
2023-03-17 18:35:59.361000000,1.88,4.13,2.36,2.63544,1.19,8.39448,0.71,1.00021,5.98169,0.44,0.99928,2.2,14.58431,1.48,3.47622,0.8,12.79624
2023-03-17 18:41:02.794000000,2.05,6.28,1.88,1.98665,0.71,5.98169,1.04,1.0019,6.23842,0.32,1.00021,3.06,12.79624,0.8,2.36316,1.09,12.18945
2023-03-17 18:46:10.939000000,2.41,2.43,2.05,1.14215,1.04,6.23842,0.77,1.00063,4.83469,0.24,1.0019,1.01,12.18945,1.09,1.93869,1.18,8.25705
2023-03-17 18:51:15.365000000,2.2,3.06,2.41,3.28547,0.77,4.83469,1.41,0.99919,6.81087,0.48,1.00063,1.39,8.25705,1.18,4.88071,0.91,12.48959
2023-03-17 18:56:23.009000000,2.29,3.43,2.2,1.55455,1.41,6.81087,1.33,1.00293,9.07568,0.17,0.99919,1.5,12.48959,0.91,2.19489,1.04,16.11701
2023-03-17 19:01:27.582000000,2.27,6.24,2.29,2.07158,1.33,9.07568,0.5,1.00012,4.49491,0.46,1.00293,2.75,16.11701,1.04,2.46655,0.99,8.04128
2023-03-17 19:06:34.111000000,2.3,3.7,2.27,2.27352,0.5,4.49491,1.14,1.00081,5.11282,0.44,1.00012,1.61,8.04128,0.99,3.11459,1.01,9.04372
2023-03-17 19:11:40.000000000,2.59,1.61,2.3,0.60503,1.14,5.11282,1.71,1.00243,8.72868,0.07,1.00081,0.62,9.04372,1.01,1.59547,1.13,14.20696
2023-03-17 19:16:45.542000000,1.85,2.1,2.59,1.83345,1.71,8.72868,0.35,0.99958,3.08762,0.59,1.00243,1.14,14.20696,1.13,3.50248,0.71,6.72686
2023-03-17 19:21:51.514000000,2.24,2.71,1.85,2.80236,0.35,3.08762,1.99,1.00036,6.1359,0.46,0.99958,1.21,6.72686,0.71,4.43996,1.21,11.08579
2023-03-17 19:26:57.163000000,2.23,1.88,2.24,0.99961,1.99,6.1359,1.16,1.00042,7.14334,0.14,1.00036,0.84,11.08579,1.21,2.13256,1.0,12.92977
2023-03-17 19:32:03.665000000,1.65,3.01,2.23,1.81595,1.16,7.14334,0.57,1.00105,4.04776,0.45,1.00042,1.82,12.92977,1.0,2.71991,0.74,10.24301
2023-03-17 19:37:10.097000000,1.72,3.22,1.65,2.21958,0.57,4.04776,0.79,0.9997,3.21578,0.69,1.00105,1.87,10.24301,0.74,3.22024,1.04,7.65162
2023-03-17 19:42:15.691000000,1.92,2.53,1.72,2.54203,0.79,3.21578,1.39,1.00401,4.46735,0.57,0.9997,1.32,7.65162,1.04,4.19959,1.12,9.31135
2023-03-17 19:47:22.580000000,1.66,1.87,1.92,1.65778,1.39,4.46735,1.33,1.00137,5.96033,0.28,1.00401,1.13,9.31135,1.12,3.55748,0.86,14.99438
2023-03-17 19:52:27.098000000,1.86,1.69,1.66,1.33788,1.33,5.96033,0.84,0.99994,5.01687,0.27,1.00137,0.91,14.99438,0.86,3.28486,1.12,10.82385
2023-03-17 19:57:32.943000000,2.09,1.8,1.86,1.53808,0.84,5.01687,0.95,1.0006,4.76874,0.32,0.99994,0.86,10.82385,1.12,3.45312,1.12,9.13165
2023-03-17 20:02:38.570000000,1.88,1.3,2.09,0.71186,0.95,4.76874,1.45,0.99815,6.90223,0.1,1.0006,0.69,9.13165,1.12,3.08658,0.9,14.73346
2023-03-17 20:07:45.156000000,1.91,1.66,1.88,1.64839,1.45,6.90223,0.54,1.00018,3.69828,0.45,0.99815,0.87,14.73346,0.9,4.12938,1.02,7.76736
2023-03-17 20:12:51.375000000,2.47,1.91,1.91,1.22928,0.54,3.69828,2.42,1.00045,8.93788,0.14,1.00018,0.77,7.76736,1.02,2.58301,1.29,15.03709
2023-03-17 20:17:56.909000000,2.11,2.23,2.47,1.6951,2.42,8.93788,0.62,1.00092,5.5827,0.3,1.00045,1.06,15.03709,1.29,3.07372,0.85,10.5979
2023-03-17 20:23:02.388000000,2.28,4.06,2.11,2.55228,0.62,5.5827,1.11,1.0014,6.20129,0.41,1.00092,1.78,10.5979,0.85,3.38754,1.08,11.05934
2023-03-17 20:28:08.946000000,1.9,2.63,2.28,3.27309,1.11,6.20129,0.83,1.00065,5.14894,0.64,1.0014,1.38,11.05934,1.08,5.2846,0.83,10.86723
2023-03-17 20:33:15.233000000,2.09,2.65,1.9,2.77884,0.83,5.14894,1.26,0.99724,6.4689,0.43,1.00065,1.27,10.86723,0.83,4.46372,1.1,12.40719
2023-03-17 20:38:24.669000000,1.86,5.12,2.09,3.82971,1.26,6.4689,0.91,1.00006,5.8556,0.65,0.99724,2.75,12.40719,1.1,4.75856,0.89,12.68691
2023-03-17 20:43:29.196000000,1.9,1.54,1.86,1.71231,0.91,5.8556,1.1,0.99774,6.468,0.26,1.00006,0.81,12.68691,0.89,4.91228,1.02,13.68017
2023-03-17 20:48:32.743000000,1.77,1.78,1.9,1.58564,1.1,6.468,0.68,0.99743,4.42054,0.36,0.99774,1.01,13.68017,1.02,3.62295,0.93,10.16971
2023-03-17 20:53:43.256000000,2.46,3.31,1.77,3.02022,0.68,4.42054,3.85,1.00183,17.02406,0.18,0.99743,1.35,10.16971,0.93,4.32523,1.39,28.68363
2023-03-17 20:58:48.749000000,2.21,4.42,2.46,2.90817,3.85,17.02406,0.39,1.00224,6.62772,0.44,1.00183,2.0,28.68363,1.39,3.75911,0.9,12.09082
2023-03-17 21:03:56.316000000,1.99,1.4,2.21,1.26507,0.39,6.62772,0.6,1.0006,3.96627,0.32,1.00224,0.7,12.09082,0.9,4.45511,0.9,7.98998
2023-03-17 21:09:05.332000000,2.18,1.27,1.99,0.90484,0.6,3.96627,1.85,1.00063,7.34778,0.12,1.0006,0.58,7.98998,0.9,4.29661,1.1,13.54862
2023-03-17 21:14:10.413000000,1.71,2.78,2.18,2.43497,1.85,7.34778,0.69,0.99961,5.07222,0.48,1.00063,1.63,13.54862,1.1,3.80208,0.78,12.23628
2023-03-17 21:19:16.842000000,2.01,2.68,1.71,2.81191,0.69,5.07222,1.17,1.00155,5.95241,0.47,0.99961,1.33,12.23628,0.78,4.49042,1.18,11.83716
2023-03-17 21:24:24.191000000,2.17,1.49,2.01,1.51351,1.17,5.95241,1.43,0.99997,8.52385,0.18,1.00155,0.69,11.83716,1.18,4.59445,1.08,15.78371
2023-03-17 21:29:30.149000000,2.0,1.45,2.17,0.92135,1.43,8.52385,0.67,0.99952,5.71898,0.16,0.99997,0.72,15.78371,1.08,2.97008,0.92,11.41779
2023-03-17 21:30:03.552000000,2.0,2.03,2.17,5.56943,1.43,8.52385,0.67,0.99952,5.71898,0.97,0.99997,1.01,15.78371,1.08,10.96332,0.92,11.41779
2023-03-17 21:35:03.925000000,2.03,1.74,2.0,8.02164,0.67,5.71898,0.97,1.00086,5.56943,1.44,0.99952,0.86,11.41779,0.92,18.79755,1.01,10.96332
2023-03-17 21:40:04.199000000,1.7,2.39,2.03,4.51584,0.97,5.56943,1.58,0.99908,8.79345,0.51,1.00086,1.41,10.96332,1.01,7.77,0.84,21.39851
2023-03-17 21:45:03.607000000,1.72,2.78,1.7,7.83224,1.58,8.79345,0.65,1.00089,5.73411,1.37,0.99908,1.62,21.39851,0.84,12.23996,1.01,13.68304
2023-03-17 21:50:03.981000000,2.0,3.11,1.72,2.89308,0.65,5.73411,1.75,1.00434,10.01416,0.29,1.00089,1.55,13.68304,1.01,4.26561,1.16,20.02365
2023-03-17 21:55:07.346000000,2.69,1.67,2.0,1.90201,1.75,10.01416,0.83,0.99449,8.30291,0.23,1.00434,0.62,20.02365,1.16,4.73938,1.34,13.21558
2023-03-17 22:00:12.371000000,2.31,2.34,2.69,1.12856,0.83,8.30291,0.86,1.00438,7.12921,0.16,0.99449,1.01,13.21558,1.34,1.97371,0.86,12.55226
2023-03-17 22:05:18.827000000,2.14,1.44,2.31,1.01631,0.86,7.12921,0.8,0.99997,5.72134,0.18,1.00438,0.67,12.55226,0.86,3.35034,0.93,10.73868
2023-03-17 22:10:24.237000000,2.86,2.76,2.14,3.90932,0.8,5.72134,1.51,0.99724,8.65452,0.45,0.99997,0.97,10.73868,0.93,6.12929,1.34,13.31115
2023-03-17 22:15:29.675000000,1.69,1.73,2.86,1.00261,1.51,8.65452,0.57,1.00312,4.95344,0.2,0.99724,1.02,13.31115,1.34,2.38171,0.59,12.13894
2023-03-17 22:20:38.472000000,1.8,1.52,1.69,1.2925,0.57,4.95344,1.49,0.99944,7.37473,0.18,1.00312,0.84,12.13894,0.59,3.79274,1.07,16.55651
2023-03-17 22:25:41.867000000,1.46,1.78,1.8,3.37797,1.49,7.37473,0.42,0.99988,3.12447,1.08,0.99944,1.22,16.55651,1.07,7.70862,0.81,9.87669
2023-03-17 22:30:47.338000000,1.75,2.2,1.46,1.4853,0.42,3.12447,3.63,1.00166,11.34111,0.13,0.99988,1.26,9.87669,0.81,2.72456,1.2,26.48447
2023-03-17 22:35:53.960000000,1.71,8.66,1.75,8.97863,3.63,11.34111,0.65,0.99964,7.34899,1.22,1.00166,5.06,26.48447,1.2,10.15029,0.98,17.74761
2023-03-17 22:41:00.302000000,2.49,1.49,1.71,5.3605,0.65,7.34899,2.15,0.99917,15.79018,0.34,0.99964,0.6,17.74761,0.98,16.19556,1.46,26.37145
2023-03-17 22:46:06.882000000,2.04,2.61,2.49,2.9692,2.15,15.79018,0.94,1.00184,14.8983,0.2,0.99917,1.28,26.37145,1.46,4.81377,0.82,29.24856
2023-03-17 22:51:13.015000000,1.71,8.53,2.04,2.96776,0.94,14.8983,0.76,1.00219,11.34314,0.26,1.00184,4.99,29.24856,0.82,3.36191,0.84,27.40757
2023-03-17 22:56:18.512000000,2.13,3.89,1.71,2.39764,0.76,11.34314,1.35,0.99737,15.27894,0.16,1.00219,1.83,27.40757,0.84,3.22607,1.25,28.83192
2023-03-17 23:01:25.398000000,1.72,3.62,2.13,1.39806,1.35,15.27894,0.45,1.00012,6.84956,0.2,0.99737,2.1,28.83192,1.25,1.93163,0.81,16.37356
2023-03-17 23:06:30.919000000,2.22,3.05,1.72,3.20998,0.45,6.84956,1.6,1.00083,10.99018,0.29,1.00012,1.37,16.37356,0.81,4.77406,1.29,20.01459
2023-03-17 23:11:36.431000000,2.23,2.54,2.22,1.29911,1.6,10.99018,1.19,1.00038,13.09438,0.1,1.00083,1.14,20.01459,1.29,2.14071,1.0,23.70644
2023-03-17 23:16:40.672000000,2.17,3.78,2.23,5.0727,1.19,13.09438,0.74,1.00053,9.7347,0.52,1.00038,1.74,23.70644,1.0,6.89512,0.97,18.08355
2023-03-17 23:21:46.228000000,2.19,1.91,2.17,1.8493,0.74,9.7347,1.43,1.00204,13.87432,0.13,1.00053,0.87,18.08355,0.97,3.8879,1.01,25.51509
2023-03-17 23:26:51.728000000,1.79,5.45,2.19,3.30601,1.43,13.87432,0.4,0.99947,5.49768,0.6,1.00204,3.04,25.51509,1.01,4.04923,0.82,12.45097
2023-03-17 23:31:57.265000000,1.7,6.04,1.79,8.62798,0.4,5.49768,1.73,0.99968,9.5187,0.91,0.99947,3.55,12.45097,0.82,10.33844,0.95,23.20243
2023-03-17 23:37:05.491000000,2.24,2.14,1.7,4.07701,1.73,9.5187,1.42,0.99938,13.51341,0.3,0.99968,0.96,23.20243,0.95,7.66272,1.32,24.39274
2023-03-17 23:42:09.608000000,1.82,1.31,2.24,1.5064,1.42,13.51341,0.57,1.00475,7.63889,0.2,0.99938,0.72,24.39274,1.32,6.38113,0.81,16.98077
2023-03-17 23:47:15.122000000,2.37,2.9,1.82,2.07728,0.57,7.63889,1.09,0.99609,8.31748,0.25,1.00475,1.22,16.98077,0.81,3.17345,1.3,14.36746
2023-03-17 23:52:20.581000000,1.66,1.92,2.37,1.50886,1.09,8.31748,1.15,0.99867,9.57435,0.16,0.99609,1.16,14.36746,1.3,3.15426,0.7,24.13185
2023-03-17 23:57:30.782000000,2.46,5.36,1.66,2.5414,1.15,9.57435,0.47,1.00068,4.53508,0.56,0.99867,2.18,24.13185,0.7,3.12479,1.48,7.65132
2023-03-18 00:02:36.990000000,2.16,2.14,2.46,2.54276,0.47,4.53508,1.58,1.00053,7.16736,0.35,1.00068,0.99,7.65132,1.48,4.78107,0.88,13.34804
2023-03-18 00:07:43.129000000,1.87,2.21,2.16,2.38962,1.58,7.16736,0.88,1.00015,6.33697,0.38,1.00053,1.18,13.34804,0.88,4.37246,0.87,13.65798
2023-03-18 00:12:45.586000000,1.66,2.03,1.87,3.16736,0.88,6.33697,0.89,1.00065,5.62404,0.56,1.00015,1.22,13.65798,0.87,6.25105,0.89,14.1329
2023-03-18 00:17:50.059000000,2.1,1.47,1.66,1.64872,0.89,5.62404,0.92,1.0013,5.18909,0.32,1.00065,0.7,14.1329,0.89,5.148,1.27,9.90018
2023-03-18 00:22:54.581000000,2.09,8.38,2.1,7.59924,0.92,5.18909,1.36,1.00141,7.06034,1.08,1.0013,4.01,9.90018,1.27,8.62897,1.0,13.5386
2023-03-18 00:28:01.150000000,1.57,2.45,2.09,1.93815,1.36,7.06034,1.9,1.00644,13.38285,0.14,1.00141,1.56,13.5386,1.0,3.27805,0.75,37.00723
2023-03-18 00:33:06.851000000,1.8,2.36,1.57,0.67976,1.9,13.38285,0.82,0.99527,11.01877,0.06,1.00644,1.31,37.00723,0.75,1.17802,1.15,24.70783
2023-03-18 00:38:13.022000000,2.24,1.24,1.8,2.9517,0.82,11.01877,0.59,1.00065,6.53526,0.45,0.99527,0.55,24.70783,1.15,15.46558,1.24,11.82598
2023-03-18 00:43:20.248000000,1.71,2.63,2.24,0.89851,0.59,6.53526,1.75,1.00569,11.45297,0.08,1.00065,1.54,11.82598,1.24,1.44889,0.76,27.54174
2023-03-18 00:48:24.750000000,1.81,2.51,1.71,2.0408,1.75,11.45297,0.67,0.99854,7.69803,0.27,1.00569,1.39,27.54174,0.76,3.39409,1.06,17.19142
2023-03-18 00:53:31.256000000,2.37,4.26,1.81,1.0592,0.67,7.69803,1.02,0.99778,7.84971,0.13,0.99854,1.8,17.19142,1.06,1.38459,1.31,13.57269
2023-03-18 00:58:39.792000000,1.66,2.3,2.37,4.58886,1.02,7.84971,1.15,1.00143,8.99283,0.51,0.99778,1.39,13.57269,1.31,8.1301,0.7,22.63796
2023-03-18 01:03:47.142000000,2.21,1.16,1.66,0.95104,1.15,8.99283,1.4,1.00535,12.5805,0.08,1.00143,0.52,22.63796,0.7,6.89464,1.33,22.9944
2023-03-18 01:08:53.698000000,2.39,2.89,2.21,3.93689,1.4,12.5805,1.23,1.00177,15.47976,0.25,1.00535,1.21,22.9944,1.33,6.02237,1.08,26.58756
2023-03-18 01:14:00.238000000,1.95,5.18,2.39,1.93507,1.23,15.47976,0.87,1.002,13.49891,0.14,1.00177,2.66,26.58756,1.08,2.39819,0.82,27.72043
2023-03-18 01:19:06.855000000,2.54,1.81,1.95,0.74176,0.87,13.49891,0.91,0.99826,12.23259,0.06,1.002,0.71,27.72043,0.82,1.66256,1.3,20.19873
2023-03-18 01:24:12.908000000,2.09,2.62,2.54,2.02515,0.91,12.23259,0.73,1.00252,8.95341,0.23,0.99826,1.25,20.19873,1.3,3.27312,0.82,17.15874
2023-03-18 01:29:19.979000000,2.23,3.42,2.09,3.68996,0.73,8.95341,1.47,0.99751,13.18764,0.28,1.00252,1.53,17.15874,0.82,5.21578,1.07,23.95177
2023-03-18 01:34:24.585000000,1.98,1.47,2.23,2.83486,1.47,13.18764,0.91,1.0016,12.01467,0.24,0.99751,0.74,23.95177,1.07,8.81037,0.89,24.31922
2023-03-18 01:39:33.752000000,2.22,1.9,1.98,1.40676,0.91,12.01467,1.14,0.99525,13.74909,0.1,1.0016,0.86,24.31922,0.89,2.97224,1.12,24.9846
2023-03-18 01:40:03.122000000,2.22,2.1,1.98,13.10402,0.91,12.01467,1.14,0.99525,13.74909,0.95,1.0016,0.95,24.31922,0.89,24.97418,1.12,24.9846
2023-03-18 01:45:03.535000000,2.1,2.48,2.22,24.91014,1.14,13.74909,0.95,1.00151,13.10402,1.9,0.99525,1.18,24.9846,1.12,41.70132,0.95,24.97418
2023-03-18 01:50:03.928000000,2.48,1.46,2.1,6.05595,0.95,13.10402,1.9,0.99898,24.91014,0.24,1.00151,0.59,24.97418,0.95,19.21252,1.18,41.70132
2023-03-18 01:55:03.344000000,1.96,2.12,2.48,8.13768,1.9,24.91014,0.51,1.00055,12.69119,0.64,0.99898,1.08,41.70132,1.18,15.37615,0.79,25.96093
2023-03-18 02:00:04.492000000,2.26,4.34,1.96,4.85153,0.51,12.69119,0.92,1.00253,11.62678,0.42,1.00055,1.92,25.96093,0.79,6.30616,1.15,20.87907
2023-03-18 02:05:03.905000000,2.31,1.1,2.26,1.88808,0.92,11.62678,0.86,0.99864,10.04734,0.19,1.00253,0.48,20.87907,1.15,20.59021,1.02,17.69057
2023-03-18 02:10:04.351000000,1.89,1.44,2.31,2.0534,0.86,10.04734,1.82,0.99951,18.27221,0.11,0.99864,0.76,17.69057,1.02,6.68078,0.82,38.84662
2023-03-18 02:15:11.655000000,2.25,1.13,1.89,1.52695,1.82,18.27221,0.83,0.99776,15.17596,0.1,0.99951,0.5,38.84662,0.82,13.47392,1.19,27.30643
2023-03-18 02:20:16.035000000,2.0,1.52,2.25,1.38919,0.83,15.17596,0.95,1.00009,14.41955,0.1,0.99776,0.76,27.30643,1.19,4.04453,0.89,28.82985
2023-03-18 02:25:21.452000000,1.98,1.37,2.0,0.93479,0.95,14.41955,1.06,1.00189,15.2332,0.06,1.00009,0.69,28.82985,0.89,3.45567,0.99,30.75972
2023-03-18 02:30:27.843000000,1.91,2.42,1.98,3.30057,1.06,15.2332,0.42,1.00125,6.3331,0.52,1.00189,1.27,30.75972,0.99,5.62144,0.96,13.31504
2023-03-18 02:35:34.150000000,1.94,1.92,1.91,3.17163,0.42,6.3331,1.62,0.99861,10.25035,0.31,1.00125,0.99,13.31504,0.96,6.6243,1.02,21.20283
2023-03-18 02:40:37.661000000,2.1,1.58,1.94,1.24332,1.62,10.25035,1.23,1.00047,12.56174,0.1,0.99861,0.75,21.20283,1.02,3.38385,1.08,23.95341
2023-03-18 02:45:44.167000000,2.05,1.58,2.1,0.89264,1.23,12.56174,0.6,1.00003,7.48266,0.12,1.00047,0.77,23.95341,1.08,2.44228,0.98,14.62792
2023-03-18 02:50:50.356000000,2.02,1.84,2.05,2.30414,0.6,7.48266,1.16,0.99994,8.65999,0.27,1.00003,0.91,14.62792,0.98,5.03519,0.99,17.16595
2023-03-18 02:55:54.708000000,2.17,1.33,2.02,1.27544,1.16,8.65999,1.4,0.99535,12.10453,0.11,0.99994,0.61,17.16595,0.99,5.11418,1.07,22.46881
2023-03-18 03:01:00.187000000,2.25,1.51,2.17,0.89523,1.4,12.10453,0.66,1.00058,8.04518,0.11,0.99535,0.67,22.46881,1.07,2.6601,1.04,14.49938
2023-03-18 03:06:07.731000000,1.82,1.2,2.25,0.73688,0.66,8.04518,1.66,1.0005,13.34737,0.06,1.00058,0.66,14.49938,1.04,4.44879,0.81,29.55302
2023-03-18 03:11:13.918000000,2.13,7.04,1.82,2.08009,1.66,13.34737,1.18,1.0012,15.77262,0.13,1.0005,3.31,29.55302,0.81,2.42452,1.17,29.66963
2023-03-18 03:16:18.468000000,1.74,11.6,2.13,2.69595,1.18,15.77262,0.75,0.99551,11.85417,0.23,1.0012,6.67,29.66963,1.17,2.94933,0.82,27.82842
2023-03-18 03:21:24.970000000,2.25,5.1,1.74,2.77466,0.75,11.85417,0.58,0.99953,6.82141,0.41,0.99551,2.27,27.82842,0.82,3.45135,1.29,12.26788
2023-03-18 03:26:30.895000000,2.3,2.42,2.25,0.63043,0.58,6.82141,1.33,1.00111,9.06102,0.07,0.99953,1.05,12.26788,1.29,1.07546,1.02,16.04031
2023-03-18 03:31:37.095000000,1.96,3.12,2.3,0.91243,1.33,9.06102,1.1,1.00178,9.95424,0.09,1.00111,1.59,16.04031,1.02,1.34189,0.85,20.34757
2023-03-18 03:36:43.072000000,2.35,1.24,1.96,0.84281,1.1,9.95424,1.11,1.00111,11.052,0.08,1.00178,0.53,20.34757,0.85,4.30973,1.2,19.25163
2023-03-18 03:41:48.586000000,2.29,4.23,2.35,1.08565,1.11,11.052,0.95,1.00009,10.5305,0.1,1.00111,1.85,19.25163,1.2,1.42149,0.97,18.71428
2023-03-18 03:46:54.532000000,1.97,3.91,2.29,1.5009,0.95,10.5305,0.81,1.0012,8.54234,0.18,1.00009,1.98,18.71428,0.97,2.01613,0.86,17.34993
2023-03-18 03:52:01.083000000,2.06,2.1,1.97,1.00751,0.81,8.54234,1.11,1.0007,9.45592,0.11,1.0012,1.02,17.34993,0.86,1.92359,1.05,18.34023
2023-03-18 03:57:06.879000000,1.98,2.67,2.06,3.82118,1.11,9.45592,1.01,1.00084,9.52884,0.4,1.0007,1.35,18.34023,1.05,6.11469,0.96,19.26034
2023-03-18 04:02:12.956000000,2.31,7.14,1.98,3.26152,1.01,9.52884,0.95,1.00073,9.07253,0.36,1.00084,3.09,19.26034,0.96,3.79285,1.17,15.97727
2023-03-18 04:07:19.159000000,2.13,2.83,2.31,1.3926,0.95,9.07253,1.47,1.0016,13.34162,0.1,1.00073,1.33,15.97727,1.17,2.154,0.92,25.18828
2023-03-18 04:12:25.352000000,1.96,2.11,2.13,0.55796,1.47,13.34162,0.35,0.99898,4.65456,0.12,1.0016,1.08,25.18828,0.92,1.05891,0.92,9.50791
